"id","line_id","example","translation","created_at","updated_at"
5539,7158,"The tourist said he *was willing to* pay extra for the double room if it really had a good view.","その旅行者は、本当に良い眺めならダブルルームのための追加料金を払っ*てもかまわない*と言った。","2024/12/8 11:24","2024/12/8 11:24"
5540,7159,"He *was* just *about to* go out when she called.","彼女が電話をかけてきたとき、彼は*今にも*出かけ*ようとしていた*。","2024/12/8 11:26","2024/12/8 11:26"
5541,7160,"His constant hard work *led to* his victory in the competition.","彼の絶え間ない努力が競技会での勝利*につながった*。","2024/12/8 17:53","2024/12/8 17:53"
5542,7161,"The author *referred to* this traditional festival in his new book.","その著者は彼の新刊でこの伝統的な祭り*に言及した*。","2024/12/8 17:57","2024/12/8 17:57"
5543,7161,"He’s still a beginner and has to continually *refer to* manuals to do his work.","彼はまだ新米で、仕事をするのに絶えずマニュアル*を参照し*なければならない。","2024/12/8 17:57","2024/12/8 17:57"
5544,7162,"Cutting down trees eventually *contributed to* global warming.","樹木の伐採は最終的には地球温暖化*の一因となっている*。","2024/12/8 18:05","2024/12/8 18:05"
5545,7163,"The damage from the recent typhoon is estimated to *amount to* billions of yen.","先頃の台風の被害は*総額*数十億円*になる*と推計されている。","2024/12/10 11:50","2024/12/10 11:50"
5546,7164,"It’s important to remember that we all *depend on* various people for different reasons.","私たちは皆、さまざまな理由で色々な人々*に頼っている*ということを覚えておくことが大切だ。","2024/12/10 11:52","2024/12/10 11:52"
5547,7165,"Why don’t you just *focus on* doing what you have to do today, not tomorrow?","明日ではなく今日しなければならないことをするの*に集中し*たらどうですか。","2024/12/10 11:54","2024/12/10 11:54"
5548,7166,"We Japanese *rely on* imports for most of out energy resources.","私たち日本人はエネルギー源のほとんどを輸入品*に頼っている*。","2024/12/10 11:55","2024/12/10 11:55"
5549,7167,"I arrived at the airport just ten minutes before it was time to *get on* the plane.","私は飛行機*に乗る*自国の本の10分前に空港へ到着した。","2024/12/10 11:59","2024/12/10 11:59"
5550,7167,"It is important that students *get on* with their classmates at school.","生徒たちが学校でクラスメートと*仲良くやっていく*ことは重要なことだ。","2024/12/10 11:59","2024/12/10 11:59"
5551,7168,"The child *insisted on* continuing to play in the game despite an injury to her right leg.","その子供は右足の負傷にも関わらず試合でプレーし続ける*と主張した*。","2024/12/10 12:02","2024/12/10 12:02"
5552,7169,"Right now he is *concentrating on* the last part of his paper.","今、彼はレポートの最後の部分*に集中して*いるところだ。","2024/12/10 12:03","2024/12/10 12:03"
5553,7170,"Just tell me what you’re *looking for*, and I might be able to help you find it.","あなたが何*を探して*いるのか教えてください。そうすれば見つける手伝いができるかもしれません。","2024/12/10 12:07","2024/12/10 12:07"
5554,7171,"Drones were used to *search for* missing people after the flood.","洪水の後、行方不明者*を捜す*ためにドローンが使われた。","2024/12/10 12:08","2024/12/10 12:08"
5555,7172,"I have to *prepare for* a test in English scheduled next week.","私は来週に予定されている英語のテスト*の準備をし*なければならない。","2024/12/10 14:07","2024/12/10 14:07"
5556,7173,"My cousin is *thinking of* staying in America and studying English during this summer vacation.","私のいとこは今年の夏休みにアメリカに滞在し、英語を勉強し*ようかと思って*いる。","2024/12/10 14:12","2024/12/10 14:12"
5557,7173,"I need to *think of* at least three more interesting topics for discussion.","私は話し合いのために少なくともあと３つ面白いトピック*を思いつく*必要がある。","2024/12/10 14:12","2024/12/10 14:12"
5558,7173,"Can you *think of* any important advice you received from your parents when you were young?","若い頃両親から受けた何か大切な助言*を思い出す*ことができますか。","2024/12/10 14:12","2024/12/10 14:12"
5559,7174,"In those days, our baseball club *consisted of* about a hundred members.","当時、私たちの野球部は約１００人の部員で成り立っていた。","2024/12/10 14:13","2024/12/10 14:13"
5560,7175,"I remember my grandfather used to regularly *complain about* backache in his later days.","私は、祖父が晩年によく背中の痛み*を訴えて*いたことを覚えている。","2024/12/10 14:16","2024/12/10 14:16"
5561,7176,"Sadly, her aunt *died of* a rare lung disease in her late 40s.","悲しいことに、彼女の叔母は40代後半に珍しい肺の病気*で亡くなった*。","2024/12/10 14:17","2024/12/10 14:17"
5562,7177,"It’s a well-known fact that those who enjoy smoking often *suffer from* lung diseases.","愛煙家の人々がしばしば肺の病気*に苦しむ*ことはよく知られた事実だ。","2024/12/10 14:53","2024/12/10 14:53"
5563,7178,"Japan will face many problems that *result from*  the declining population.","日本は人口減少*から生じる*多くの問題に直面するだろう。","2024/12/10 14:55","2024/12/10 14:55"
5564,7179,"My sister is expected to *graduate from* university next spring.","来春、私の姉は大学*を卒業する*予定だ。","2024/12/10 14:56","2024/12/10 14:56"
5565,7180,"Humans *differ from* other animals in that they can use language.","言語を使えるという点で人間は他の動物*とは異なる*。","2024/12/10 14:58","2024/12/10 14:58"
5566,7181,"The company will surely *recover from* the recent financial crisis.","その会社はきっと最近の財政危機*から立ち直る*だろう。","2024/12/10 14:59","2024/12/10 14:59"
5567,7182,"He left us three years ago, and we haven’t *heard from* him since.","彼は3年前に私たちのもとを去り、それ以来彼*からは連絡が*ない。","2024/12/10 15:01","2024/12/10 15:01"
5568,7183,"Melinda *believed in* Santa Claus until she became ten years old.","メリンダは10歳になるまでサンタクロース*の存在を信じていた*。","2024/12/10 15:03","2024/12/10 15:03"
5569,7184,"We appreciate your support; without it, we couldn’t have *succeeded in* our new project.","私たちはあなたの支援に感謝しています。それがなければ、私たちは新プロジェクト*を成功させ*られなかったでしょう。","2024/12/10 15:05","2024/12/10 15:05"
5570,7185,"Zuri is an exchange student from Kenya who *majors in* Japanese Studies.","ズリは日本学*を専攻する*ケニアからの交換留学生だ。","2024/12/11 10:42","2024/12/11 10:42"
5571,7186,"The beautiful forests surrounding those houese *abound in* mushrooms and berries.","あの家々を囲んでいる美しい森はキノコとベリー*が豊富だ*。","2024/12/11 10:46","2024/12/11 10:46"
5572,7187,"My father doesn’t *care about* clothes much when he goes out.","私の父は出かけるときにあまり服装*を気にし*ない。","2024/12/11 10:48","2024/12/11 10:48"
5573,7188,"Climate change has *brought about* rainfall shortages even in areas which used to be wet.","気候変動は以前に雨の多かった地域においてさえ降雨不足を*引き起こしている*。","2024/12/11 11:06","2024/12/11 11:06"
5574,7189,"These two books *deal with* similar topics, but their conclusions are different from each other.","その2冊の本は似たような主題*を扱っている*が、結論は互いに異なっている。","2024/12/11 11:09","2024/12/11 11:09"
5575,7190,"There is no direct flight from Nagoya to San Francisco, so you have to *go through* Los Angeles.","名古屋からサンフランシスコへの直行便がないため、ロサンゼルス*を経由し*なければならない。","2024/12/11 11:49","2024/12/11 11:49"
5576,7190,"Suddenly the child shouted, “Oh, no! I don’t want to *go through* that experience again.”","突然その子どもは、「ダメだ。二度とあんな目*に遭い*たくないよ」と叫んだ。","2024/12/11 11:49","2024/12/11 11:49"
5577,7191,"Maggie is known for her strong will; she would not easily *give up* her dreams.","マギーは強い意志で知られている。彼女は簡単に自分の夢*をあきらめ*ようとはしないだろう。","2024/12/11 12:09","2024/12/11 12:09"
5578,7192,"Bob said he *grew up* in a Los Angeles suburb, where three in ten people spoke Spanish.","ボブは、自分はロサンゼルス郊外で*育ち*、そこでは10人のうち3人がスペイン語を話していたという。","2024/12/11 12:22","2024/12/11 12:22"
5579,7193,"Miki was kind enough to come with the car to *pick* me *up* at the airport.","ミキは親切にも、空港で私*を乗せる*ために車で来てくれた。","2024/12/11 13:55","2024/12/11 13:55"
5580,7194,"I’m a music lover, and my dream is to *set up* a small recording studio at my house.","私は音楽が大好きで、夢は自分の家に小さなレコーディングスタジオ*を作る*ことだ。","2024/12/11 15:10","2024/12/11 15:10"
5581,7195,"I *woke up* just past noon because I stayed up late last night watching TV.","私はテレビを見て昨夜遅くまで起きていたので、ちょうど正午過ぎに*目が覚めた*。","2024/12/11 15:14","2024/12/11 15:14"
5582,7196,"My kid sister has been spending a lot of time *brushing up on* her English lately.","私の妹は最近多くの時間を英語*をやり直す*ことに費やしている。","2024/12/11 15:20","2024/12/11 15:20"
5583,7197,"If you are not feeling well, you’d better see a doctor to *find out* what is wrong.","もし具合が悪いのなら、どこがおかしいのか*を見つける*ために医者に診てもらったほうがいい。","2024/12/11 15:39","2024/12/11 15:39"
5584,7198,"The biologist has been *carrying out* long-term research into the behavior of belugas.","その生物学者はベルーガの生態について長期の調査を*行なってきた*。","2024/12/11 15:44","2024/12/11 15:44"
5585,7199,"I don’t need to *point out* that the food you eat has a direct impact on your health.","あなたの食べるものがあなたの健康に直接影響するということ*を*私が*指摘する*必要はない。","2024/12/11 15:46","2024/12/11 15:46"
5586,7200,"Scientists are trying to *figure out* how the universe came into being.","科学者たちはどのように宇宙が出現したのか*を理解し*ようとしている。","2024/12/11 15:52","2024/12/11 15:52"
5587,7201,"The email address she’d given me *turned out* to be completely wrong.","彼女が私にくれたメールアドレスが全く違っていること*がわかった*。","2024/12/11 16:14","2024/12/11 16:14"
5588,7201,"The speaker said, “Even a rural school *turns out* a competent scientist once in a while.","講演者は「地方の学校でさえ時折有能な科学者*を生み出す*ことがある」と発言した。","2024/12/11 16:14","2024/12/11 16:14"
5589,7201,"Hundreds of villages *turned out* for the circus.","何百人もの村人たちがサーカスに*繰り出した*。","2024/12/11 16:14","2024/12/11 16:14"
5590,7202,"You should always be careful when you *fill out* an application form.","申込書*に書き込む*ときは常に注意深くすべきだ。","2024/12/11 16:27","2024/12/11 16:27"
5591,7203,"Yumi, can you come along with me and help me *pick out* a birthday present for Jon?","ユミ、私と一緒に来て、ジョンの誕生日プレゼント*を選ぶ*のを手伝ったくれますか。","2024/12/11 16:32","2024/12/11 16:32"
5592,7204,"The boy took off the jacket he’d *put on* just a minute before.","その少年はたった1分前に*身につけた*ジャケットを脱いだ。","2024/12/11 16:40","2024/12/11 16:40"
5593,7205,"The boy *worked on* while all the others took a short break.","その少年は他の全員が短い休憩をとっている間に*働き続けた*。","2024/12/12 17:15","2024/12/12 17:15"
5594,7205,"Many scientists today are *working on* AI technology to make our lives better.","今日の多くの科学者たちは、私たちの生活をより良いものにするためにAI技術*に取り組んで*いる。","2024/12/12 17:15","2024/12/12 17:15"
5595,7206,"Why don’t you *try* it *on* to see if it suits you?","あなたに似合うか確かめるのにそれ*を試着し*てはどうですか。","2024/12/12 17:41","2024/12/12 17:41"
5596,7207,"When I *turned on* the TV, our team had already scored two goals.","私がテレビ*をつけた*とき、私たちのチームはすでに2ゴール入れていた。","2024/12/12 18:16","2024/12/12 18:16"
5597,7208,"In the room we were told to *turn off* our smartphones and put them on the desk.","私たちは、部屋ではスマートフォン*の電源を切って*机の上に置くように言われた。","2024/12/12 18:25","2024/12/12 18:25"
5598,7209,"If your shoes hurt, the only thing you can do is *take* them *off* and wear different ones.","もし靴が痛かったら、あなたにできることはそれ*を脱ぎ*、別の靴を履くことだけだ。","2024/12/12 18:32","2024/12/12 18:32"
5599,7209,"Our plane couldn’t *take off* because of bad weather.","私たちの飛行機は悪天候のために*離陸する*ことができなかった。","2024/12/12 18:32","2024/12/12 18:32"
5600,7209,"I’ve decided to *take* tomorrow *off* from work.","私は明日*を*仕事の*休みにする*ことにした。","2024/12/12 18:32","2024/12/12 18:32"
5601,7210,"Since my grandparents live in a rural area, they can’t *get along* without a car.","私の祖父母は田舎に住んでいるので、車なしでは暮らすことができない。","2024/12/12 18:44","2024/12/12 18:44"
5602,7210,"I’ve always *gotten along* well with all my friends.","私は常に友人たち皆と*仲良くやってきた*。","2024/12/12 18:44","2024/12/12 18:44"
5603,7211,"Why not *get together* sometime next week?","来週のいつかに*集まる*のはどうですか。","2024/12/12 18:47","2024/12/12 18:47"
5604,7212,"One of the best ways to *calm* yourself *down* is to take a deep breath.","自分*を落ち着かせる*最善の方法の一つは深呼吸をすることだ。","2024/12/12 19:10","2024/12/12 19:10"
5605,7213,"Can I have a few days to *think* it *over* before deciding?","決める前にそのこと*についてよく考える*ために数日いただけますか。","2024/12/12 19:16","2024/12/12 19:16"
5606,7214,"The air became cooler as we *kept climbing* the mountain.","私たちが山*を登り続ける*につれて空気が冷たくなってきた。","2024/12/12 19:59","2024/12/12 19:59"
5607,7215,"Unless it rains, the athletic meet will *take place* on the playground as scheduled.","雨が降らない限り、予定通りグラウンドで運動会が*開催される*だろう。","2024/12/12 20:02","2024/12/12 20:02"
5608,7216,"Nobody can deny that social media *plays an* important *role in* modern life.","ソーシャルメディアが現代生活*において*重要な*役割を果たしている*ことは誰にも否定できない。","2024/12/13 15:41","2024/12/13 15:41"
5609,7217,"When you leave the room, *make sure* you’ve turned off the lights.","部屋を出るときは電灯を消したこと*を確かめて*ください。","2024/12/13 15:52","2024/12/13 15:52"
5610,7218,"Grammar is the study of the way we bring words together in order to *make sense*.","文法とは、私たちが単語を*意味をなす*ように結び合わせる方法の研究だ。","2024/12/16 10:24","2024/12/16 10:24"
5611,7219,"Where you live can *make a difference* in how long you live.","住んでいる場所によってどのくらい長生きするか*に違いが生じる*ことがある。","2024/12/16 10:26","2024/12/16 10:26"
5612,7220,"It is really difficult to admit that wi have *made a mistake*.","*間違いをした*ことを認めるのは本当に難しい。","2024/12/16 10:27","2024/12/16 10:27"
5613,7221,"Speech-to-text technology has *made* great *progress* in recent years.","話し言葉を文書に変える技術は近年大きく*進歩している*。","2024/12/16 10:30","2024/12/16 10:30"
5614,7222,"Have you *made up your mind* which subjects you will take this school year?","この学年度にどの科目を取るか*決めました*か。","2024/12/16 10:33","2024/12/16 10:33"
5615,7223,"Let’s all *do out best* to make the school festival a success.","学園祭を成功させるために全員で*最善を尽くし*ましょう。","2024/12/16 10:35","2024/12/16 10:35"
5616,7224,"I *kept my promise* to help Emily with her work.","私はエミリーの仕事を手伝うという*約束を守った*。","2024/12/16 10:38","2024/12/16 10:38"
5617,7225,"If you *get lost* in a foreign country, do not hesitate to ask somebody for help.","もし外国で*道に迷った*ら、躊躇せず誰かに助けを求めなさい。","2024/12/16 10:41","2024/12/16 10:41"
5618,7226,"My brother usually *enjoys himself* working out at a gym after work.","兄は普段、仕事の後にジムでトレーニングをして*楽しい時を過ごしている*。","2024/12/16 10:43","2024/12/16 10:43"
5619,7227,"Most of the workers *have* two day *off* each week these days — Saturdays and Sundays.","最近はほとんどんの労働者が毎週、土曜日と日曜日の2日*を休みにしている*。","2024/12/16 10:46","2024/12/16 10:46"
5620,7228,"Everybody, please *pay attention to* what I am going to say!","みなさん、私がこれから言うこと*に注意を払って*ください。","2024/12/16 10:47","2024/12/16 10:47"
5621,7229,"We should *take care of* our health by eating healthy food and doing regular exercise.","私たちは健康的な食事をし、定期的な運動をすることで健康*に気をつける*べきだ。","2024/12/16 17:00","2024/12/16 17:00"
5622,7230,"We’re all really *looking forward to* hearing from you soon.","私たちは皆、あなたから近々便りがあること*を*本当に*楽しみにして*います。","2024/12/16 17:05","2024/12/16 17:05"
5623,7231,"I need to see my teacher and *ask for*  an extension on the essay’s deadline.","私は先生に会って小論文の締切日の延長*を求める*必要がある。","2024/12/16 17:10","2024/12/16 17:10"
5624,7232,"We want to *get rid of* two pieces of furniture before we move into our new house.","私たちは新しい家に引っ越す前に2つの家具*を処分し*たい。","2024/12/16 17:24","2024/12/16 17:24"
5625,7233,"I immediately *fell in love with* the city we visited, and so did my sister.","私はすぐに私たちが訪れた町*を好きになり*、それは妹も同じだった。","2024/12/16 17:27","2024/12/16 17:27"
5626,7234,"I learned from this cookbook what people *used to* eat during the Edo era.","私はこの料理本から江戸時代に人々が何を食べ*ていた*のかを学んだ。","2024/12/16 17:29","2024/12/16 17:29"
5627,7235,"We *had better* make reservations early if we want to travel during the holiday season.","私たちは休暇シーズン中に旅行をしたいのなら、早く予約*したほうがいい*。","2024/12/16 17:31","2024/12/16 17:31"
5628,7236,"My kid brother asked me to *help* him *with* his math homework the other day,","先日、弟は私に彼の数学の宿題*を手伝う*ように頼んできた。","2024/12/16 20:58","2024/12/16 20:58"
5629,7237,"A survey shows that more than half of children *prefer* video games *to* books.","ある調査によれば、子供達の半数以上は本*より*テレビゲーム*を好んでいる*そうだ。","2024/12/16 20:59","2024/12/16 20:59"
5630,7238,"If we use SNS wisely, it has the power to *turn* strangers *into* friends all over the planet.","SNSを懸命に使えば、それには世界中の知らない人たち*を*友達*に変える*力がある。","2024/12/16 21:04","2024/12/16 21:04"
5631,7239,"One of the problems with cellphones is that they can *prevent* us *from* relaxing.","携帯電話の問題の一つは、それらは私たち*が*リラックスするの*を妨げる*可能性があることだ。","2024/12/17 16:11","2024/12/17 16:11"
5632,7240,"This song always *reminds* me *of* the good old days I enjoyed growing up in the countryside.","この歌はいつも私*に*田舎ですくすくと育った古き良き時代のこと*を思い出させる*。","2024/12/17 16:18","2024/12/17 16:18"
5633,7241,"Despite the difficulties, many elderly people *regard* learning foreign languages *as* fun.","困難にも関わらず、多くの高齢者は外国語の学習*を*楽しみ*とみなしている*。","2024/12/17 16:20","2024/12/17 16:20"
5634,7242,"Numerous studies have *associated* marriage *with* a lower risk of disease.","無数の研究が結婚*を*病気にかかるリスクが低いこと*と結びつけて考えてきた*。","2024/12/17 16:22","2024/12/17 16:22"
5635,7243,"Would you mind *informing* me *of* your e-mail address so I can send you the photos from the trip?","旅行の写真を送れるように私*に*あなたのメールアドレス*を知らせて*いただけますか。","2024/12/17 16:24","2024/12/17 16:24"
5636,7244,"*After all*, you are saying you are not coming with me, aren’t you?","*結局*、あなたは私とは一緒に行かないと言っているんですよね。","2024/12/18 17:38","2024/12/18 17:38"
5637,7245,"When I was a child, my parents took me to the zoo *all the time*.","子供の頃、私の両親は私を*いつも*その動物園に連れて行ってくれた。","2024/12/18 17:39","2024/12/18 17:39"
5638,7246,"I ran *all the way* from home but wasn’t in time for the 8:15 express.","私は家から*ずっと*走ったが、8時15分の急行には間に合わなかった。","2024/12/18 17:41","2024/12/18 17:41"
5639,7247,"When we call something a fruit, we necessarily distinguish it from vegetables, meat, dairy, *and so on*.","私たちはあるものを果物と呼ぶ時、それを野菜や肉、乳製品*など*と必ず区別している。","2024/12/18 17:44","2024/12/18 17:44"
5640,7248,"No one likes to be criticized, *and yet* criticism is essential for personal growth.","批判されるのが好きな人はいないが、*それにもかかわらず*批判は個人の成長には不可欠なものだ。","2024/12/18 17:46","2024/12/18 17:46"
5641,7249,"I need to return this book to the library *as* soon *as possible*.","私は*できる限り*早くこの本を図書館に返す必要がある。","2024/12/18 17:47","2024/12/18 17:47"
5642,7250,"The child fell ill and, *as a result*, her mother had to stay home to take care of her.","その子供は病気になり、*結果として*母親は彼女の世話をするために家にいなければならなかった。","2024/12/18 17:49","2024/12/18 17:49"
5643,7251,"I don’t know enough about this problem *as a whole *to propose how to solve it.","私は解決方法を提案するほどにはこの問題*全体*について分かっていない。","2024/12/19 16:03","2024/12/19 16:03"
5644,7252,"We tend to keep doing things *as usual* until some serous changes occur.","私たちは何か深刻な変化が起きるまで*いつも通りに*物事をし続ける傾向がある。","2024/12/19 16:05","2024/12/19 16:05"
5645,7253,"I hear views on the effectiveness of this new medicine are mixed *at best*.","この新薬の有効性に関する見方は*よくても*賛否両論だそうだ。","2024/12/19 16:06","2024/12/19 16:06"
5646,7254,"Our teacher told us to spend *at least* a little time every day studying the language.","私たちの先生は、毎日*少なくとも*少しの時間をその言語の勉強に費やすように私たちに言った。","2024/12/19 16:10","2024/12/19 16:10"
5647,7255,"The gym is a short distance away from my house, a ten-minute walk *at most*.","そのジムは私の家から近いところにあり、*せいぜい*歩いて10分だ。","2024/12/19 16:12","2024/12/19 16:12"
5648,7256,"We were told to enter the room one *at a time* for the interview.","私たちは、面接には*一度に*1人ずつ入室するように言われた。","2024/12/19 16:14","2024/12/19 16:14"
5649,7257,"Oh, this is not what we’ve ordered. Take it back *at once*.","おっと、これは私たちが注文したものではありません。*すぐに*返しなさい。","2024/12/19 16:16","2024/12/19 16:16"
5650,7257,"It’s impossible to meet everyone’s need *at once*.","全員の要求に*同時に*応えることは不可能だ。","2024/12/19 16:16","2024/12/19 16:16"
5651,7258,"I didn’t like the movie *at all*, and Mayu didn’t like it either.","私はその映画を*まったく*気に入らず、マユもそうだった。","2024/12/20 22:31","2024/12/20 22:31"
5652,7258,"I know there are many people who wonder why we need speed bumps *at all* in big cities.","*一体*なぜ大都市にスピードバンプが必要なのかと疑問に思う人がたくさんいることを私は知っている。","2024/12/20 22:31","2024/12/20 22:31"
5653,7258,"Before jumping to a conclusion, let’s check if we need any of those regulations *at all*.","結論を急ぐ前に、*そもそも*そうした規則が何か必要かどうか調べましょう。","2024/12/20 22:31","2024/12/20 22:31"
5654,7259,"*At any rate*, from now on, make sure you have some time off SNS.","*とにかく*、今後は必ずSNSから離れる時間を持つようにしてください。","2024/12/20 22:33","2024/12/20 22:33"
5655,7260,"The researcher selected people for the questionnaire *at random* from telephone directories.","その調査員は電話帳から*無作為に*アンケートのための人々を選び出した。","2024/12/20 22:35","2024/12/20 22:35"
5656,7261,"In a new place, we have to adapt our way of living *more or less* to the local culture.","新しい場所では、私たちは地域の文化に合わせて自分たちの生活の仕方を*多かれ少なかれ*適応させなければならない。","2024/12/20 22:39","2024/12/20 22:39"
5657,7261,"It’s *more or less* impossible to calculate accurately the number of refugees worldwide.","世界中の難民の数を正確に算出することは*ほぼ*不可能だ。","2024/12/20 22:39","2024/12/20 22:39"
5658,7262,"The twins look so much alike that *at times* I can’t tell them apart.","その双子はよく似ていて私は*ときどき*区別ができない。","2024/12/21 6:55","2024/12/21 6:55"
5659,7263,"*Between you and me*, he lost all his money by gambling.","*ここだけの話だが*、彼はギャンブルで全てのお金を失った。","2024/12/21 6:58","2024/12/21 6:58"
5660,7264,"Making things *by hand* has given way to mass production by machine.","*手での*物作りは機械による大量生産に道を譲った。","2024/12/21 10:04","2024/12/21 10:04"
5661,7265,"The other day I took someone’s umbrella *by mistake* since it looked similar to mine.","先日、誰かの傘を*間違って*持って行ってしまった。というのもそれは私のとよく似ていたからだ。","2024/12/21 10:12","2024/12/21 10:12"
5662,7266,"The coach said he was *by no means* satisfied with the way his baseball team played.","コーチは、彼の野球チームのプレーには*全然*満足してい*ない*と言った。","2024/12/21 10:14","2024/12/21 10:14"
5663,7267,"*By the way*, did you attend the lecture given by Professor Yamada?","*ところで*、山田教授の行った講義に出席しましたか。","2024/12/21 10:15","2024/12/21 10:15"
5664,7268,"We spent long hours discussing the matter, but it still remains *far from* settled.","私たちはその問題について長い時間議論したが、依然として解決*からは程遠い*ままだ。","2024/12/21 10:17","2024/12/21 10:17"
5665,7269,"We’ve been walking since the morning, so let’s take a rest *for a while*.","朝からずっと歩いているので、*しばらくの間*休憩を取ろう。","2024/12/22 9:42","2024/12/22 9:42"
5666,7270,"In some parts of the world — the Middle East, *for example* — people are very expressive.","*例えば*中東など、世界の場所によっては、人々はとても表情豊かである。","2024/12/22 9:44","2024/12/22 9:44"
5667,7271,"*For one thing*, the seats are too soft; for another, they are too small for us.","*一つには*、座席が柔らかすぎる。もう一つには、それらは私たちには小さすぎる。","2024/12/22 9:45","2024/12/22 9:45"
5668,7272,"Tom was *in* such *a hurry* to get to the airport that he left without the gift from us.","トムは空港に行くのにとても*急いで*いたので、私たちから贈り物を忘れていった。","2024/12/22 9:54","2024/12/22 9:54"
5669,7273,"*In addition to* being a novelist himself, Soseki taught literature at a university.","漱石は自身が小説家であったこと*に加えて*、大学で文学を教えた。","2024/12/22 9:56","2024/12/22 9:56"
5670,7274,"I’m satisfied, because both sides agree that research needs to continue *in any case*.","私は満足している。というのも、*とにかく*研究は続ける必要があるということで両者が合意しているからだ。","2024/12/22 9:58","2024/12/22 9:58"
5671,7275,"I gave her the document, in which the proposal was explained *in detail*.","私は彼女に資料を提供したが、それは*詳細に*提案が説明されていた。","2024/12/22 9:59","2024/12/22 9:59"
5672,7276,"The Egyptians recognized many gods — hundreds of them, *in fact*.","エジプト人は多くの神々、*実際には*何百もの神々を認識していた。","2024/12/22 10:02","2024/12/22 12:11"
5673,7277,"*In general*, childhood obesity is a problem for rich countries.","*一般に*、小児肥満は豊かな国における問題だ。","2024/12/22 10:16","2024/12/22 10:16"
5674,7277,"This study brutally reveals our altitude toward poverty *in general* in this country.","この研究はこの国の品行に対する私たちの*一般の*姿勢を残酷なまでにあらわにしている。","2024/12/22 10:16","2024/12/22 10:16"
5675,7278,"English is now an international language: *in other words*, it plays an important role in international communication.","英語は今や国際言語だ。*言い換えれば*、それは国際的なコミュニケーションにおいて重要な役割を果たしているということだ。","2024/12/22 10:19","2024/12/22 10:19"
5676,7279,"I think children should be taught how to behave *in public* when they are very young.","子供たちは*人前で*どのように振る舞うべきか、とても幼い頃に教えられるべきだと考える。","2024/12/22 10:20","2024/12/22 10:20"
5677,7280,"We thought everything was going on smoothly, but *in reality*, we were all mistaken.","私たちは、全てのことが順調に言っていると考えていたが、*実際には*私たちは全員間違っていた。","2024/12/22 10:22","2024/12/22 10:22"
5678,7276,"Sue insisted she was there, but, *in fact*, there is enough evidence to show otherwise.","スーはそこにいたと主張したが、*実際は*そうではないことを示す十分な証拠がある。","2024/12/22 12:11","2024/12/22 12:11"
5679,7281,"*In the end*, we decided to go to the beach for a swim.","*結局*、私たちは泳ぎに海辺へ行くことに決めた。","2024/12/22 12:46","2024/12/22 12:46"
5680,7282,"You have to get ready for whatever will happen *in the future*.","あなたは、*将来*起こるどんなことに対しても準備をしておかなければならない。","2024/12/22 12:48","2024/12/22 12:48"
5681,7283,"I’m convinced that buying high-quality items will save us money *in the long run*.","*長い目で見れば*、高品質の商品を買うことはお金の節約になると私は確信している。","2024/12/22 12:50","2024/12/22 12:50"
5682,7284,"In terms of popularity, soccer is *no doubt* the No.1 sport in Japan today.","人気に関しては、サッカーは*おそらく*今日の日本においていちばんのスポーツだろう。","2024/12/23 18:31","2024/12/23 18:31"
5683,7285,"Sadly, he has completely changed; he is *no longer* the Masato we used to know.","悲しいことに、彼はすっかり変わってしまった。彼は*もはや*私たちが昔知っていたあのマサトでは*ない*。","2024/12/23 18:33","2024/12/23 18:33"
5684,7286,"Experience tells me that things do *not always* go the way you want them to.","経験は、物事は*必ずしも*私たちが望むようにはいか*ない*ことを私に教えてくれる。","2024/12/23 18:34","2024/12/23 18:34"
5685,7287,"What *on earth* are you trying to convey to him by writing such a long letter?","あなたはあんなに長い手紙を書いて、*一体全体*彼に何を伝えようとしているのですか。","2024/12/23 18:38","2024/12/23 18:38"
5686,7287,"India is one of the most densely populated countries *on earth*.","インドは*世界中で*最も人口が密集している国の一つだ。","2024/12/23 18:38","2024/12/23 18:38"
5687,7288,"My big brother, *on the other hand*, prefers spending his free time alone reading books.","*他方では*、私の兄は本を読んで自由時間を1人で過ごすことを好む。","2024/12/23 18:39","2024/12/23 18:39"
5688,7289,"Of the houses I’ve checked on the internet *so far*, I think this is the best.","*今までのところ*インターネットで調べた家の中では、私はこれが最高だと思う。","2024/12/23 18:40","2024/12/23 18:40"
5689,7290,"I’m sure we’ll find out the truth *sooner or later*.","私たちは、*遅かれ早かれ*きっと真実を見つけ出すと思う。","2024/12/23 18:41","2024/12/23 18:41"
5690,7291,"*These days* I get up early in the morning and enjoy jogging around the park.","*近頃*私は朝早く起きて、公園の周りをジョギングして楽しんでいる。","2024/12/23 18:43","2024/12/23 18:43"
5691,7292,"*According to* this article, the world is continuing to be urbanized rapidly.","この記事*によれば*、世界は急速に都市化を続けている。","2024/12/23 18:46","2024/12/23 18:46"
5692,7292,"If all goes *according to* plan, the building will have been completed by next spring.","もし全てが計画*に従って*進めば、その建物は来春までには完成しているだろう。","2024/12/23 18:46","2024/12/23 18:46"
5693,7293,"The price of cabbage has gone up sharply, mainly *owing to* the bad weather.","主に悪天候*のために*キャベツの値段が急騰している。","2024/12/23 18:49","2024/12/23 18:49"
5694,7294,"*Thanks to* this book, I finally understood what had happened all those years ago.","この本*のおかげで*、私は過ぎ去りし日々に起きたことをついに理解した。","2024/12/23 18:51","2024/12/23 18:51"
